Party	Position	Name	Text
더불어민주당	위원장	박광온	예.
더불어민주당	위원	박주민	전세 대금이나 이런 것들이 제대로 지급됐는지가 확인이 될 필요가 있습니다. 그래 가지고 이 부분에 대해서도 자료를 좀 제출해 주셨으면 좋겠는데요. 왜 그러냐면 아시다시피 삼성 합병 관련돼서 분식회계나 이런 부분을 후보자가 수사를 했었고 현재 살고 있는 집의 집주인이 관련된 골드만삭스라는 회사의 사내 변호사로 계속 재직하고 있었기 때문입니다. 아주 당연한 의문이고 기초적이고 초보적인 검증 대상입니다. 아까 말씀드렸던 대로 관련 자료는 통장내역만 보여 줘도 금방 확인이 되기 때문에 후보자가 꼭 제출할 수 있도록 위원장님께서 말씀을 해 주시고 독촉해 주셨으면 좋겠습니다. 이상입니다.
더불어민주당	위원장	박광온	두 분 아까 제가 말씀드린 그 문제 협의를…… 최강욱 위원님, 발언해 주시지요.
더불어민주당	위원	최강욱	의사진행발언보다 신상발언이 되겠네요.
국민의힘	위원	유상범	그것 그만하시라니까, 서면질의에서…… 본질의하세요.
더불어민주당	위원	최강욱	조용히 해 주십시오. 발언하고 있습니다.
더불어민주당	위원장	박광온	예, 말씀하세요.
더불어민주당	위원	최강욱	매우 익숙한 위원이 익숙한 방식으로 그런 얘기를 해서 또 시작이구나 또 도발하는구나 생각을 했는데 간사까지 말씀하시는 걸 보니 후보자와 사전 협의가 있었거나 후보자의 요청이 있었는지는 모르겠으나 이 문제 제기의 적절성에 대해서 스스로 좀 한번 돌아보시고 검토해 주시기를 바라는 마음입니다. 마침 조문 잘 띄워 놓으신 것처럼 공직후보자와 직접 이해관계가 있지 않습니다. 한동훈 후보자와 저와의 악연에 대해서야 아시는 분들 많이 아시겠지만 이게 다 당선자 문제 때문에 생긴 일이고 한동훈 후보자와 저와 직접 원피고 간으로 만난다거나 검사와 피고인으로 만난 적이 없어요. 직접 이해관계가 있는 사람은, 채널A 출신이 채널A의 행각을 비호하는 내용들이 직접 이해관계가 있을 수 있는 것이고 고발 사주의 당사자인 정당이 고발 사주 사건을 없는 것처럼 호도하려고 하는 것이 실질적 이해관계가 있는 것이지 어떤 부분에서 공정을 기할 수 없는 현저한 사유가 있는 것인지 스스로 한번 좀 되돌아보시기 바랍니다. 고발 사주 사건이 처음 일어났을 때도 제가 피해자임에도 불구하고 가해자 분들의 요청을 받아들여서 스스로 회피를 해 드린 적이 있습니다. 그 이후에 과연 얼마나 공정하게 의사진행을 하시고 발언을 하셨는지 한번 돌아보시기를 바라고요. 그리고 명백히 검언유착 사건과 권언유착 사건을 좀 구분해서 이해하고 발언하시기를 권합니다. 매번 틀리십니다. 검언유착 사건이 대한민국 검찰이 이동재 기자를 기소한 이후로 포함돼 있는 내용이고요. 권언유착 사건은 당선자를 포함한, 후보자를 포함한 검찰의 일부 집단에서 그 프레임을 바꾸고자 무슨 권력과 언론을 유착한 것처럼 만들어 보려고 수사도 열심히 하고 시도를 했다가 기소도 못 하고 끝난 사건입니다. 그걸 여기 와서 지금 계속 들고 나오면서 마치 엄청난 이해관계나 불공정한 사유가 있는 것처럼, 그간에 마치 위원으로서 제가 법사위에 임하면서 제 사건과 관련된 무슨 엄청난 얘기를 한 것처럼, 찾다 찾다 못 찾으니까 아이폰 풀려고 했다고 거기다가 하지도 않은 무슨 수억 원이 들더라도 풀라고 했다 이런 말까지 덧붙여 가면서 국민을 호도하시려고 하는 태도는 원만한 의사진행을 위해서 또 공직후보자에 대한 제대로 된 검증을 위해서 결코 바람직하지 않은 태도다 이렇게 말씀드리겠습니다. 이상입니다.
더불어민주당	위원장	박광온	당사자의 신상발언을 토대로 해서 간사님 두 분 얘기를 해서 결론을 내 주시고……
국민의힘	위원	조수진	위원장님!
더불어민주당	위원	김영배	제가……
더불어민주당	위원장	박광온	김영배 위원님 마지막.
더불어민주당	위원	김영배	예.
더불어민주당	위원장	박광온	잠깐만요, 조수진 위원님. 발언 기회 드리겠습니다.
더불어민주당	위원	김영배	서울 성북갑의 김영배입니다. 추가로 자료 요청을 드리겠습니다. 아까 동료 위원께서 급하게 지워졌던 더 로스앤젤레스 트리뷴의 인터뷰 내용에 나와 있듯이 서울시장, 인천시 그다음에 푸르덴셜에 대해서 상을 받았다고 되어 있는데요, 저도 기관장을 해 봤기 때문에 상을 줄 때는 늘 공적조서가 있거든요. 공적조서에 보면 어떤 공적이 있는지 다 나옵니다. 그래서 자기가 제출했을 테니까요, 심사도 했을 테고요, 공적조서를 꼭 제출해 달라 저도 요청을 드리고요. 더불어서 이것은 작년 것이고요, 올해 한 후보자의 장녀가 국제유소년과학박람회에서 또 논문 혹은 에세이를 출품해 가지고 생활과학 분야에서 금상을 수상했습니다. 그런데 이게 대필이 아니냐라고 하는 제보가 들어왔어요. 그래서 관련해서 제출되었던, 그러니까 국제유소년과학박람회에 제출된 논문 혹은 에세이 원문과 단체가 한국과학기술지원단이라고 되어 있는데요, 여기의 공적조서이지요. 공적조서를 꼭 제출해 주시기 바랍니다. 후보자께서 작년 6월 2일 날 한국일보와 인터뷰하실 때 조국 전 장관 수사 관련해서 이렇게 말씀하셨어요. ‘조 전 장관이 거짓말을 안 했다면 수사가 이렇게 커지지도 않았을 것이다’ 이렇게 말씀을 하셨어요. 거기다가 숙명여고 쌍둥이 자매 사건이 유명한데 그것에 대해서 언급도 하면서, 조민 씨에 대해서도 언급하면서 뭐라 그랬느냐 하면 ‘미성년자에 대한 보호 필요성보다도 처벌받아야 됐던 사람들에 대해서 조금 더 단호하지 못했던 것이 오히려 문제다’ 이런 식의 발언을 하셨거든요. 그래서 대한민국의 공익을 지키는 법무부장관의 후보자로서 저는 당당하게 제기되고 있는 의혹에 대해서 진실을 확인할 수 있도록 협조하는 것이 공직자의 첫 번째 당당한 자세다, 이런 차원에서 꼭 자료를 제출해 주셨으면 좋겠다 싶고요. 의사진행 겸해서 간단히 말씀을 드리면 아까 장관후보자로서 모두발언을 하셨는데 그중에 ‘검수완박 법안이 국회를 통과해서 시행을 앞두고 있다’ 이렇게 발언을 하셨어요. 저는 장관후보자로서 약간 이게, 내용을 정확히 아시는지 자질이 의심스러운 대목인데, 검수완박은 검찰수사권의 완전 박탈을 의미하는 단어로 쓰신 것 같은데 이 법안이 국회를 통과한 게 아닙니다. 국회를 통과한 법안은요, 6대 범죄 중에 두 개를 남겨 두고 있잖아요. 그리고 ‘검수완박’이라고 표현될 수 있는 것은 국민의힘 권성동 원내대표를 포함해서 국회의장 그리고 더불어민주당의 원내대표가 합의했던 그 합의안에 보면 사개특위를 꾸려 가지고 한국형 FBI를 포함해서 1년 6개월 정도의 로드맵을 가지고…… 1분만, 마무리하겠습니다. 로드맵을 가지고 대한민국 형사사법 체계 전체를 바꾸자라고 여야 간에 합의했던 내용에 포함되어 있는 내용이 검수완박이라고 표현되면 모르겠습니다. 그런데 대한민국의 법무부장관후보자가 나오셔서 모두발언에서 정확치도 않은 내용에 대해서 이렇게 발언을 하시는 것 자체가 내용을 잘 아시는지 아니면 의도적으로 그렇게 하신 것인지 모르겠지만 만약에 의도적이라고 한다면 청문회를 약간 도발하는 것 아닌가라는 생각이 들 정도이고요. 내용을 정확하게 모르신다면 이것은 심각한 문제라고 봅니다. ‘검수완박’이라는 표현을 어떻게 생각하시는지 모르겠지만 국민이 다 보는 이 자리에서 법무부장관이 전문성도 없는 이야기를 그렇게 하시면 어떻게 합니까? 그러니까 오늘 자세를 정말 국민들이 보고 있고 역사가 보고 있다 이렇게 생각하시고 1년 후에, 2년 후에, 5년 후에 국민들이 어떻게 볼 것인가 생각하시고 진지하게 임해 주시면 좋겠다 당부드리고 싶습니다. 이상입니다.
더불어민주당	위원장	박광온	수고하셨습니다. 다음, 조수진 위원님.
국민의힘	위원	조수진	1분만.
더불어민주당	위원장	박광온	말씀하세요.
국민의힘	위원	조수진	회의 진행을 위해서 1분만 하겠습니다. 국민의힘 조수진 위원입니다. 첫 번째, 저는 법과 원칙에 관해서 말씀을 드린 것입니다. 이곳은 더더욱이 법제사법위원회입니다. 여와 야의 문제가 아니라 국회법 사항이라는 말입니다. 여기 보시면 알겠지만 인사청문회법 제17조는 대단히 구체적입니다. 이것은 제가 만든 것이 아닙니다. 국회법은 지키라고 있는 것입니다. 그리고 17조3항에는 이렇게도 돼 있습니다. 사유가 있는 위원은 공직후보자의 인사청문회에 대해서 이를 회피할 수 있다, 이것은 누가 회피해야 된다 이렇게 하기 전에 본인 스스로가 회피하는 것이 타당하니까 회피하는 게 좋다라고 권고하고 있는 내용입니다. 다시 한번 말씀드리지만 이것은 국회법에 명시된 내용입니다. 두 번째, 팩트체크입니다. 아이폰 관련해서 발언이 없었다? 저는 국회속기록 조작하지 않습니다. 국회속기록을 누가 허위로 만들겠습니까? 해당 속기록은 2021년 1월 25일입니다. 법사위에서 있었던 것이고요. 셋째로 이것도 팩트체크인데요. 저는 국회의원 되기 전에 25년 가까이 기자로 활동했습니다. 저는 신문기자로 활동했습니다. 이상입니다.
더불어민주당	위원장	박광온	수고하셨습니다. 김종민 위원님.
더불어민주당	위원	최강욱	저 한 말씀만 드리겠습니다.
더불어민주당	위원장	박광온	잠깐만요, 최강욱 위원님 잠깐만. 김종민 위원님 먼저 하시고……
국민의힘	위원	조수진	그만하시지요. 의결해야지요, 의결.
더불어민주당	위원장	박광온	공방을 하시기보다도……
국민의힘	위원	조수진	의결하시지요. 국회법 의결해야지요.
더불어민주당	위원장	박광온	예, 잠깐만요. 정숙해 주십시오. 김종민 위원님.
더불어민주당	위원	김종민	좀 전에 김영배 위원이 말씀하신 문제에 대해서 의사진행발언 좀 드리겠는데요. 지금 후보자께서 인사말에 ‘검수완박’이라는 용어를 굳이 쓰신 것은 싸우겠다는 거지요? 제가 인사청문회를 여러 번 해 봤습니다. 인사청문회 인사말에서 ‘한판 붙을래?’ 이런 식으로 했던 후보자는 처음입니다. 그런데 이게 좋지 않아요. 이게 그쪽 지지하는 사람들을 좀 끌어모을 수는 있을지 모르지만 공익의 대표자가 될 수는 없습니다. 그 일방 진영의 지지를 가지고는 오래 못 가요. 그냥 국회의원 선수는 늘릴 수 있을지 모르지만 장관․정부 그 책임 못 맡습니다.
국민의힘	위원	박형수	아니, 의사진행발언은 이쪽을 하고 보고 하셔야지 왜 거기를 보고 하십니까?
더불어민주당	위원	김종민	아니요, 그런데 이 얘기는 후보자가 들어야 될 얘기기 때문에 제가, 후보자가 혹시 또 다른 데 보실 것 같아서……
국민의힘	위원	김형동	그것은 본질의에서 하시면 됩니다.
더불어민주당	위원	김종민	그래서 저는 이런 식의 인사말을…… 검수완박, 사실도 아닌 게 아까 김영배 위원이 얘기했지만 실제로 우리 당내에서도 이 문제에 대한 토론이 계속 벌어져서 보완수사까지 박탈하는 것은 안 된다, 이 논쟁을 엄청나게 많이 하면서 조정됐고 그게 여야 간에 원내대표 합의까지 간 사안입니다. 그래서 수사․기소분리 법안으로 내부적으로 정리가 돼서 법이 통과된 거예요. 이것을 굳이 검수완박 운운하는 것은 정치적인 싸움을 하겠다는 건데 아니, 그것은 좋습니다. 뭐 그렇게 할 수도 있어요. 그런데 인사청문회장의 인사말에서까지 이렇게 한다는 것은, 이것은 국회를 너무 무시하는 것 아닙니까? 국회하고 싸우겠다는 것 아니에요? 이것 사과받고 취소하지 않으면 인사청문회 할 이유가 없어요. 우리가 후보자하고 왜 싸웁니까? 저렇게 한판 하겠다고 나왔으면…… 안 돼요, 이 자세하고 마음가짐 고쳐야 됩니다. 이따 사과하셔야 되고 그 발언 취소하세요, 빨리. 그것 요구하세요, 빨리.
무소속	위원	민형배	위원장님, 저한테 잠깐 시간을 주십시오.
더불어민주당	위원장	박광온	잠깐만요. 최강욱 위원님 답변하시겠어요, 그냥…… 아까 충분히……
더불어민주당	위원	최강욱	1분만 하겠습니다. 1분도 안 걸릴 것 같습니다.
더불어민주당	위원장	박광온	짧게 하시고요. 그다음 민형배 위원님.
더불어민주당	위원	최강욱	아니, 팩트체크라고 전제를 했으면 팩트를 체크해야지요. 뭐라고 얘기했습니까, 내가? 아이폰 얘기를 발언한 적이 없다고 했습니까? 팩트체크를 하겠다고 얘기를 했으면 팩트를 말씀하셔야지요. 제가 분명히 아까 얘기했습니다. 아이폰 해제에 관해서 발언을 안 했다고 얘기를 한 것처럼 저렇게 호도를 하니까 늘 문제가 되는 거지요. 수억 원을 들이더라도 아이폰을 해제하게 하라고 얘기했다고 아까 속기록을 들고 마치 속기록에 그런 발언을 한 것처럼 얘기하다가 막상 그 얘기가 없으니까 아이폰 얘기를 안 했다고 이걸 팩트체크라고 지금 말을 합니다. 저 사진 좀 찍어 주십시오.
국민의힘	위원	조수진	예, 올려 놨습니다.
더불어민주당	위원	최강욱	저렇게 꼭 찍히고 싶어 하니까. 이상입니다.
더불어민주당	위원장	박광온	수고하셨습니다. 다음 민형배 위원님.
무소속	위원	민형배	저도 사실은 이 청문회가 후보자의 사과 없이는 가능하지 않다고 생각하는데요. 김종민 위원님께서도 지적을 해 주셨고 김영배 위원님께서도 지적을 해 주셨는데, 제가 사실은 서면답변지를 보고 깜짝 놀랐습니다. 그곳의 모든 답변에, 오늘은 그래도 앞에다가 ‘소위 검수완박’이라고까지 붙였지만, 그나마 ‘소위’를 붙였는데 모든 답변에 전부 다 ‘검수완박 법안’이라고 썼어요. 검수완박 법안은 제도용어도 아니고 법률용어도 아니고 그야말로 정치적 선동언어였거든요. 그것을 법무부장관으로 지명된 분이 아주 뻔뻔하게…… 이것은 도발이 아니라 이런 것에 대한 정확한 지적이 되지 않은 상태로 청문회를 진행하는 게 저는 가능하지 않다고 봅니다. 특히, 이것뿐만 아니에요. 검수완박은 그나마 여기저기 정치적 선동을 일삼는 국힘 쪽에서 지금 윤 당선인이 후보자 시절부터 ‘검수완박은 부패완판’ 이런 식으로 해서 정치적 선동을 했기 때문에 그랬다 치더라도, 또 국회에다가 뭐라고 했습니까? ‘법안 통과되면 국민이 고통받을 것이기 때문에 법안 처리 시도가 반드시 저지돼야 한다’고 후보자가, 막 지명된 후보자가 그랬어요. 그리고 그다음에는 ‘야반도주’라는 말을 썼어요, 국회에다 대고.
국민의힘	위원	유상범	의사진행발언입니까?
무소속	위원	민형배	의사진행발언입니다.
국민의힘	위원	유상범	그런데 그게…… 질문하시면 되잖아요. 질문하세요, 직접. 그게 무슨 의사진행발언이에요?
무소속	위원	민형배	질문이 아니라니까요. 그래서 이 회의를 진행하는 데 적절치 않다고 얘기하는 거잖아요.
더불어민주당	위원장	박광온	잠깐만요, 잠깐.
무소속	위원	민형배	자, 그리고 ‘할 일을 제대로 하는 검찰을 두려워할 것은 오직 범죄자뿐입니다’, 국회의원들이나 정부 여당이 범죄자들입니까? ‘지난 5년간 무슨 일이 있었길래 이렇게 명분 없는 야반도주까지 벌여야 되는지’라고 했어요. 이런 분이 사과 없이 그냥 청문회를 진행할 수 있습니까? 정치적 선동을 일삼고 계속해서 후보자 신분으로 있으면서 정치인들을 공격하고 국회를 모욕하고 대의기관에 대해서 함부로 대하는 태도를 가지고 어떻게 국무위원이 됩니까? 저는 그래서 이런 상태에서 사과를 제대로 하지 않으면 청문회를 더 이상 진행해서는 안 된다고 생각합니다. 중지해 주십시오.
더불어민주당	위원	이수진	위원장님!
더불어민주당	위원장	박광온	잠깐만요. 이수진 위원님.
더불어민주당	위원	이수진	신상발언 좀 하겠습니다.
더불어민주당	위원장	박광온	예, 신상발언? 이수진 위원님 말씀하십시오.
더불어민주당	위원	이수진	제가 이런 말씀까지는 안 드리려고 했는데 한동훈 후보자가 법사위 간사한테 전화를 해서 청문회 일정을 잡으라, 마라 이런 사실이 있다고 제가 알고 있습니다. 어떻게 감히 후보자가 법사위 간사한테 전화를 해 가지고 국회 일정을 좌지우지하고…… 어떻게 그렇습니까? 국회 법사위 인사청문회 일정을 한동훈 후보자가 하라고 하면 하고 하지 말라고 그러면 안 하고 일정 조율도 후보자가 합니까?
국민의힘	위원	박형수	이것은 간사를 모독하는 거예요. 이게 무슨 말입니까, 이게?
더불어민주당	위원	이수진	저는 이런 일을 진짜 국회의원으로서 자괴감이 생겨서 법사위의 의정활동을 하기가 정말 어려울 지경입니다, 지금.
국민의힘	위원	김형동	확인도 안 된…… 국민이 보고 있습니다.
더불어민주당	위원장	박광온	정리해 주시고요.
국민의힘	위원	유상범	신상발언 좀 하겠습니다. 말도 안 되는 소리를 공개 석상에서 발언하는데……
더불어민주당	위원장	박광온	잠깐만요, 조용히 정숙해 주세요. 이수진 위원님, 발언 다 정리되셨지요?
더불어민주당	위원	이수진	뭐가 말도 안 됩니까?
더불어민주당	위원장	박광온	자, 잠깐……
더불어민주당	위원	이수진	뭐가 말이 안 됩니까? 전화를 한 사람이 잘못한 겁니까, 제가 잘못한 겁니까?
국민의힘	위원	조수진	조용히 하세요. 잘못 알고 계세요.
더불어민주당	위원장	박광온	자, 유상범 간사님……
더불어민주당	위원	이수진	뭘 잘못 알고 있어요?
국민의힘	위원	조수진	잘못 알고 계십니다.
더불어민주당	위원	이수진	뭘 잘못 알고 있어요?
더불어민주당	위원장	박광온	자, 정숙해 주세요. 정숙해 주십시오. 위원님들 정숙해 주세요. 유상범 간사님 신상발언하시겠어요, 그냥 가시겠어요?
국민의힘	위원	유상범	1분 하겠습니다.
더불어민주당	위원장	박광온	1분만 그러면……
국민의힘	위원	유상범	이 자리에서 여야가 바뀌었다고 지금 우리 존경하는 이수진 위원님께서 전혀 확인도 안 되는 사실 그리고 전혀 근거도 없는 사실을 가지고 마치 우리 법무부장관후보가 제게……
더불어민주당	위원	이수진	유상범 위원님이 아닙니다.
국민의힘	위원	유상범	그러면 박주민 위원이에요? 간사 누구한테 했다는 얘기예요? 나밖에 없잖아.
더불어민주당	위원	이수진	대답하시라고 하세요.
국민의힘	위원	유상범	자, 박주민 간사 한번 대답하세요. 이게 뭔 소리……
더불어민주당	위원장	박광온	자, 됐습니다. 자, 발언 다하셨지요?
더불어민주당	위원	이수진	그만큼 국회를 무시한다는 얘기입니다.
더불어민주당	위원장	박광온	자, 이수진 위원님…… 자, 제가 정리하겠습니다.
국민의힘	위원	조수진	여당 간사가 답하세요.
국민의힘	위원	유상범	답해 보세요.
더불어민주당	위원	이수진	아니, 전화한 사람이 잘못이지.
더불어민주당	위원장	박광온	자, 정숙해 주세요. 자, 지금 청문위원님 여러분들 잠시 정숙해 주시고요. 지금 아직 본질의에 들어가지 못하고 있습니다. 우리가 의사진행과 또 자료제출 요구 또 특정 위원에 대한 제척 문제 또 일부 위원의 검수완박 표현에 대한 후보자의 인식 문제까지 제기됐는데요. 첫 번째, 자료제출과 관련해서는 이미 관련 법들에 규정이 있습니다. 그 규정을 철저하게 준수해 주실 것을 관계기관에 다시 한번 강력하게 촉구합니다. 그리고 반드시 검증하는데 요구되는 자료가 개인정보와 관련된 것이다, 그것이 사생활 침해 수준이 아니라 공직 후보자의 검증에 필요한 자료라면 후보자께서도 흔쾌하게 동의해 주실 것을 위원장으로서 권고드리겠습니다. 덧붙여서 저는 이 문제가 사실은 청문회와 국정감사 때마다 논란이 되는 것을 봐 왔기 때문에 입법 차원의 보완이 필요하다는 그런 의견을 분명하게 제가 이 청문회 자리에서 제시하겠습니다. 그리고 관련 법의 규정과 한계와 또 논란, 이 모든 것을 우리가 너무 잘 알고 있습니다. 그리고 이것들이 반복되다 보니까 이것이 소모적 논란으로 국민들께 비칠 우려도 있어서 이 부분에 대한 입법적 보완이 반드시 필요하다, 시급하다는 의견을 제시하고요. 다음, 말씀하신 특정 위원의 제척과 관련해서는 여야 간사들 간의 협의가 있었는데 유상범 간사님이 위원회 차원의 의결이 필요하다고 말씀하셨다고 해서 박주민 간사님이 정회하고 각 당의 청문위원님들과 협의하는 과정이 시간이 필요하다 이렇게 말씀을 하셔서 제가 정회를…… 잠깐, 박주민 간사님.
더불어민주당	위원	박주민	어차피 지금 정회하기 전에 자료제출 요구에 대해서 위원장님께서 관계기관 등에 말씀하신 김에 좀 말씀드리겠습니다. 제가 지금 보고 있는 자료는 개인정보 보호법에 관련된 행정안전부의 유권해석하고 또 국회법과 개인정보 보호법과의 관계에 대해서 법제처가 법령 해석한 자료를 보고 있습니다. 두 자료 모두 대동소이한 내용을 담고 있는데요, 국회법 128조 및 국회에서의 증언・감정 등에 관한 법률 제2조에 따라서 ‘국회가 요청한 자료에 대해서는 개인정보 보호를 이유로 제출을 거부할 수 없다’라고 해석하고 있습니다. 그러니까 법이 우열 관계가 있는데 그중의 국회법이라든지 이런 것들이 훨씬 더 우선한다는 해석이거든요. 그래서 방금 위원장님께서 개인정보 보호에 크게 문제가 되지 않는 한에서 제출하라고 말씀하셨는데 그 부분은 법령 해석에 관련된 부분에 비쳐 봤을 때는 조금 안 맞는 부분이 있어서 잠깐 말씀드리게 됐습니다. 이상입니다.
더불어민주당	위원장	박광온	제가 말씀드린 것은 인사청문회법 14조의 ‘군사・외교 등 국가기밀에 관한 사항으로서 국가의 안전보장을 위하여 필요한 경우는 예외로 한다’, 자료제출 요구에서 예외로 한다는 것이지요. 그런데 ‘개인의 명예나 사생활을 부당하게 침해할 우려가 명백한 경우’라는 조항이 있어요. 이게 사실 이 부분이 과잉 해석되거나 확대 해석돼서 적용되는 그런 부분이 있기 때문에 제가 이 부분을 지적한 것이지요. 개인정보가 사생활 침해로 이어진다는 우려가 없는 경우, 적은 경우, 이 부분을 제가 말씀드린 거니까 오해 없으셨으면 좋겠고요.
더불어민주당	위원	김종민	위원장님, 잠깐 정회하기 전에 정회할 때 한 말씀만 간단하게 드릴게요.
더불어민주당	위원장	박광온	김종민 위원님.
더불어민주당	위원	김종민	정회해서 여야 간의 논의를 할 때 꼭 한 가지 좀 부탁드리고 싶은 게 아까 우리가 후보자 사과 문제를 제기드렸는데요. 저는 이게 정치적으로 후보자를 공격하기 위해서 한 얘기가 아니에요. 오히려 저는 후보자를 위해서 한 얘기입니다. 후보자가 인사청문회 나와서 국회하고 싸우겠다, 국회에서 통과된 법안에 대해서 검수완박이라고 폄하하는 이런 태도를 보이는 것은 국민들한테 후보자를 위해서 좋지가 않아요. 그리고 그런 식으로 싸움을 걸어 가지고 뭔가 재미를 본 사례가 여러 건 있습니다. 그것은 야당할 때 얘기예요, 힘이 없을 때. 힘이 없을 때는 막 대들고 싸우고 하면 그게 사람들한테 좀 인기가 돼요. 그런데 지금 이제 법무부장관이잖아요. 그리고 여당입니다. 여당이 고개 들고 오만하면 국민들이 안 좋아해요. 그래서 저는 후보자를 위해서라도 정상적인 청문회를 위해서는, 그 발언은 저는 실수였다고 생각을 해요. 깨끗하게 사과하고 인사청문회를 정상적으로 진행할 수 있도록 여야 간에 합의해서 후보자한테 권고를 좀 해 줬으면 좋겠다 이렇게 부탁을 좀 드립니다.
국민의힘	위원	윤한홍	제가 한마디……
더불어민주당	위원장	박광온	자, 이제 마치시지요.
국민의힘	위원	윤한홍	아니, 잠깐만요.
더불어민주당	위원장	박광온	윤한홍 위원님, 짧게 해 주세요.
국민의힘	위원	윤한홍	사실은…… 존경하는 김종민 위원님 말씀 잘 들었는데요. 뭐 힘이 없다 힘이 있다 이런 차원이 아닙니다. 아니, 법무부 입장이나 검사 입장에서는 이미 검수완박 당한 거나 진배없어요. 거기다가 김종민 위원님이 ‘여야가 바뀌어서 법무부 힘이 있다’ 그러는데 그렇지 않아요. 지금 국회에서 민주당이 압도적 다수로 마음 먹은 대로 법 다 처리하지 않습니까? 이것도 지금 검수완박법 날치기 처리한 건데…… 우리가 뭐 여당이라고 힘이 있습니까? 그렇지 않잖아요. 어느 법이든 날처기 처리할 수 있고, 지금 박주민 간사님께서는 개인정보 보호에 관한 것 법률 해석도 이제 바꾸고 있어요. 그동안 5년 내내 개인정보 보호법을 핑계로 자료를 안 줬지 않습니까? 심지어 예를 들어 보면 이름은 말씀 안 드리지만 옛날에 중기부장관 인사청문회 할 때 청심국제중학교 자료 하나도 안 줬어요, 개인정보 보호라 그래서. 서울대학교병원에서 황제 진료를 받아도 그 자료 하나도 안 줬습니다. 우리 국회의원들이 단체로 찾아가도 개인정보 보호라고 자료 안 줬어요. 왜 갑자기 국회 해석까지 바꾸고 법률 해석까지 바꿀 권한이 있습니까, 법사위에? 그것 아니지 않습니까? 그리고 힘이 있다 없다 그게 아니잖아요. 정부 조직이 자기들 하고 있는 일을 못 하게 다 법까지 고쳤는데 검수완박이 아니라고 자꾸만 그러시면…… 검수완박이 아닌데 민주당에서 왜 날치기 처리했습니까? 아주 좋은 법이면 그게 날치기 처리할 법이 아니지 않습니까? 그래 놓고 여기 와서 지금 힘이 있다 없다 그러고…… 우리 국민의힘 힘 하나도 없어요, 국회에서. 여러분들이 법 마음대로 할 수 있는데 여기서 누구 보고 힘이 있다고 그러세요?
더불어민주당	위원	김종민	아니, 그냥 사과하고 빨리 진행을 하자고……
국민의힘	위원	윤한홍	아니, 그게 아니고 사과할 일이 아닌데 사과를 하라고 그러니까 제가 그러지요.
더불어민주당	위원	김종민	그 정도는 사과해야지요.
국민의힘	위원	조수진	소신을 왜 사과합니까?
국민의힘	위원	윤한홍	아니, 그게 어떻게 사과할 일입니까?
더불어민주당	위원	김종민	어떻게 인사말에 그런 말을 하냐고, 인사말에?
국민의힘	위원	조수진	소신이 왜 사과의 대상입니까?
국민의힘	위원	윤한홍	지금 검수완박에 대해서 전 국민들이……
더불어민주당	위원	김남국	거짓 해명한 거면 사과해야지요.
국민의힘	위원	조수진	무슨 거짓 해명……
국민의힘	위원	윤한홍	국민들이 다 반대하고, 대부분이 반대하잖아요. 그런데 뭘……
더불어민주당	위원	김남국	아니, 대필 정황까지 나왔잖아요.
국민의힘	위원	조수진	법조계가 반대하고 학계가 반대하고 언론계가 반대합니다.
국민의힘	위원	윤한홍	아니, 인사청문회를 하시려면……
더불어민주당	위원장	박광온	정리해 주세요. 발언 정리해 주세요.
무소속	위원	민형배	아니, 조중동이 반대하지 무슨 언론계가 다 반대해요?
국민의힘	위원	윤한홍	아니, 위원장님 사과할 내용이 아닙니다. 사과할 내용 아니에요.
더불어민주당	위원장	박광온	됐습니다. 지금이 11시 37분이니까 11시 50분까지 정회했다가 속개하겠습니다. 10분간 협의하고 다시 속개하겠습니다. 정회를 선포합니다.
더불어민주당	위원장	박광온	의석을 정돈해 주시기 바랍니다. 회의를 속개하겠습니다. 정회되기까지 몇 가지 제기됐던 문제들에 대해서 간사 간 협의를 제가 당부드렸는데요, 협의 내용을 양쪽 간사님들께서 간략하게 설명을 해 주시기 바랍니다. 먼저 박주민 간사님.
더불어민주당	위원	박주민	국민의힘 위원님들이 요구하신 최강욱 위원에 대한 제척 의결은 있을 수 없는 일이다, 사실 이 사건의 실질도 그렇고요. 특히 한동훈 후보자 본인 스스로도 채널A 관련된 사건에 본인은 전혀 관련이 되어 있지 않다라고 얘기하고 있는 상황이고 또 뭔가 인사청문회를 진행함에 있어서 불공정하게 진행이 될 최강욱 위원님에 대한 우려 이런 것들이 저희들은 없다라고 보고 있는 것입니다. 그래서 그 부분은 저희들이 받아들이기 어렵다는 의사를 유상범 간사님께 전달을 해 드렸고요. 반면에 김남국 위원이 제기한 거짓 해명 부분과 또 국회의 입법활동을 야반도주라고 표현한 부분은 당연히 후보자의 사과가 좀 필요하다, 그리고 검수완박 이건 사실 법률 용어도 아니고 또 현재 통과된 법률과도 차이가 있는 표현이기 때문에 이 부분에 대해서는 적절한 유감 표명이 좀 있어야 되겠다라는 의사도 유상범 간사님께 전달은 해 드렸습니다. 저희들 입장은 그렇습니다.
더불어민주당	위원장	박광온	유상범 간사님.
